id,leaktype,public
vu21dM519i,out,1
LDGcuNhLr6,in,0
rniNxMQ2CH,out,0
dtqwKGJyJt,in,0
GHCXLfWHc3,out,0
ifJR7lqTub,normal,0
BLnOWLoYAc,in,0
bOELjSwk0l,in,1
azU0ySz9Oq,normal,0
JI89w0riNh,normal,0
26twiQkZJS,normal,1
Zwjj1XeG10,normal,1
zyeUq4bMwd,normal,1
K3NerWLq75,out,0
BeyO3DpxRH,in,0
ZBKagcmUKv,out,0
ocIKCBRAOK,noise,0
xJ5pSsiw87,out,0
pVPyOeQ8rq,out,0
llvyWBjoiR,noise,1
FIBhkhAzqu,in,0
ycAnwr94y1,out,0
9w79lWo8FC,noise,1
PS2KAAYj5j,out,0
Zjy6UrODb6,normal,0
9Wg8sJDrQq,other,1
k4dTudwkGO,noise,0
3OrJz9pqgi,normal,1
3xoO5ev93E,in,0
8hntbKYCg4,other,0
Bvs7EW8N9x,normal,0
38lMDD2TaO,other,0
4Zcfa3cy2Q,out,0
UNwbv1Qq6Q,noise,0
BeryyQsrO2,normal,1
vyRIHpW22j,normal,0
8oTxrxEiI3,noise,1
uaZQwrtq2F,out,0
NB65JmjvRD,out,0
7ti8hOb0km,in,0
QvNWbaNVh2,normal,0
4oKxuqKvkY,out,0
XZinRq7RAl,normal,1
EeoGVolTAI,in,1
SA6BHug44N,noise,0
EnCfRLFpAJ,normal,0
t5JlMTA7ze,noise,0
lYLbW6rsI0,normal,1
O6hyjLtAzn,in,1
075JS0DUNE,noise,0
1B6rIzfJIQ,noise,0
U2GUqmHuIW,out,1
VY3AH98XSr,in,0
nO95xy84HS,out,1
fOJTlbpenX,noise,1
FvFTXEbM9o,other,0
I63oS9SOiA,out,1
D78FUqdXWV,out,0
cERACu4uN9,normal,1
NHC5ZcaVi6,in,0
mqEjLmRzzw,normal,0
zSOoxme5dC,normal,0
HYLc5Sr2CT,other,0
jIvM73mfaO,normal,1
9u6sBLlni2,in,0
BK4thPkKJ6,in,1
dmy3XggNrN,noise,0
wHyyWfqGM0,normal,0
px5vIudUEc,normal,0
ytjwXjFjPo,out,1
YgA4auPG2W,normal,0
AAbZiuPIWh,out,0
XwfneLOuf1,in,0
tHHrOePFeE,normal,0
wjCp0IVdEN,in,1
9qCgIDvQ9t,noise,1
ieALHnfKQI,in,1
Hg04HSiFuT,other,0
nHkMSBOJd5,in,0
JtLsDsdvwk,normal,0
vL5PiSPWCL,out,0
dA3M64BwcX,in,0
ka5q1kOpmJ,in,0
fQgMm4NGXf,in,1
0xNspm9YUI,normal,0
IO5uzQpyty,other,0
lbAiFE6Rkh,out,0
jtjO35zqBF,out,0
DDmmn2ysib,in,0
Cjx2PkD4SS,normal,1
eed2PDobVO,normal,0
lYT5iMzrmS,normal,0
CFT3vUwUlr,out,0
SfER6dMhzH,noise,0
lKTHpZH6OE,in,0
cWZCBkeafc,normal,0
BFxk3GMnxp,in,0
iDLEVcsKqT,out,1
BeXmFDwO7H,in,1
UN6sJDsUQU,in,0
AhtJBh3wxM,normal,0
HzkDaquIC1,in,1
MwO9H0zUcp,out,0
P3y2phvhOK,normal,1
ZFl3YMlhpH,out,0
wHsXJ5PbdX,normal,0
DRJ4elsIQl,normal,0
3B39FtlWb6,in,0
kIvwGDw5bU,in,1
FgMy9v49dH,in,0
XBwjK41sGI,out,0
dOWgbq874O,out,1
sc7BGNVVTG,out,0
P21W8vO8eY,normal,0
1xYbzfL7Po,in,0
lzaRElZD12,out,0
h4v4m6w2V3,normal,0
K7tAW79nJs,normal,1
rDfTSNcZSn,out,0
ySrWZoeno0,in,1
Pjj0ehEJwW,normal,0
vu8bM7kJCx,out,0
Vzxgn1dt9m,out,0
gcpVKikFd3,in,1
k1JmpnAwFu,normal,1
aIEn2yenN3,out,0
KRFmWrxI9n,out,0
MklkCCQ6Fc,in,0
U0mxsFUund,out,1
b6DJSz41T0,out,0
Vfc0RiEzJf,in,1
UdYxgBy7LN,out,1
irj4SDE9fz,out,0
l2qYCN8wZS,in,1
3QbflkYflZ,normal,0
NwQCenEnvz,normal,0
M7tiI5UoIQ,normal,0
ePt7cVP6E5,other,0
yNYD6jkiBG,normal,0
B8Wr62V1qE,normal,0
6LKFGl3xLw,normal,1
wvO2I4dInm,out,0
Q14xybTfbg,in,1
ZbvLRuAxlz,normal,0
zw9VFAAmfC,out,0
xDvsye23VB,out,0
roRnj2rAan,in,0
VwUHoCKq6B,other,0
laFtequ2N5,out,0
3CZ738T02l,normal,0
VykMqfU47g,in,0
o2iJ4lyVK6,in,0
FKW9tHDMQC,normal,0
QY3LSMPj1F,normal,0
sx5ZYUfsBl,normal,0
rYcRVRmwav,other,0
GxOtphPKS1,out,0
BpMsFwpp5V,normal,1
DbytUiR984,in,1
E8hI1zeyop,normal,1
RIQOZD7WXj,noise,0
Ge7eRW8VQ8,in,0
ipf351Arr4,normal,0
uPlpjyhsqf,normal,0
94IdiRwe4E,normal,1
O0TUcnlmcm,other,0
FoJQ3WGUBH,other,0
LOfNAG3DKR,other,1
5cJARk7c5o,normal,1
d9UBW5NMiZ,in,0
W02YPVk9rI,normal,1
WDYPLE0t4W,other,0
r2yLwBZjeu,out,0
wqfy2TTdzr,out,0
HVaN8vNJIq,in,0
qisgVkMOsb,other,0
4oANfeEi0e,normal,0
NrMzQCQilX,normal,1
oFpztOulgb,out,1
Xdj5lrAyaP,out,0
mX4YkrG776,normal,1
2nAtvDaKFu,out,1
mjwGumZutk,out,1
i4vxsIqixG,normal,0
uZqTqKr3Og,normal,0
QcUnIXtsx3,out,1
H5ocluxj17,out,0
zZkeVm6INk,in,0
Wr8WwjTQIe,in,0
ahvihiQUGZ,noise,0
6MMhcI8z8D,noise,0
3kXBGNGF7V,normal,1
mduZnLCSzG,noise,0
nltUBbcUNT,normal,0
ow3SElgK1E,other,0
HQ9aieI1gs,in,0
YJLfoF8Z2x,normal,0
LfZURbYoqh,normal,0
ds0YsLOYoc,normal,0
zw0AVzDUZD,other,0
TfIyWiCpC5,out,0
w51LYXKgoA,out,1
bluLCb7eJY,normal,1
RXd1NYnxaF,out,0
SEfZzOkayc,other,1
hLO0HfOGsn,out,0
XRpFz7rrLN,normal,1
24ybDOntnn,normal,0
nEbNxioWyj,in,1
FcI4iNncdl,out,0
N6rc3u6ej3,out,1
9f0dxWcpgU,other,0
FuYLMNCHox,other,0
gTriccfBLF,out,0
tgWcQfj5an,normal,0
vLBlnfWhbt,in,0
ThoxFtujy7,noise,0
O1dSj7XzG8,noise,0
6jqd6ANn35,out,0
ia0QlcoWsJ,noise,1
2MkeV5pIKB,out,0
qgKYbdvx6a,normal,1
2FijCwzKAO,out,0
eEbvhPDoeC,out,0
JoghQnsEba,normal,1
Rabx4QnH7y,in,0
Qo60PHKFgM,other,0
BiGa9BFoKi,in,1
701qHWqbIJ,out,0
wwNjjzeDFe,normal,0
qznUmwkjhw,in,1
7pj3pocnrv,noise,0
IqFOPsc66X,in,0
pcjw48i4ZR,out,0
6bKootl4eA,normal,0
aBTsHRxbyc,out,0
ucXuaYKcov,in,0
W13urhwT3s,out,0
bB4MQLYaRY,in,0
hbbh1R2d41,out,0
im3HbNkMep,out,0
yci1JSkPgy,out,0
xA26bTwu2y,normal,0
6yCB4e9Px5,out,0
VbzBlHbWF3,in,1
16JBVhxm7c,out,1
3KYm76Y5Uj,out,0
YQ3g6aGeBs,normal,0
9nN4myxWI7,normal,1
VjVz0hcU3x,normal,1
yTgextmZtE,noise,0
AK3vUQs77W,in,1
uroQAX7VD4,noise,0
YD6ZduS1ag,normal,1
OfqsPA7bHu,in,0
kGOPig1nN8,other,0
09PZw31pNW,normal,0
OgmsB629C9,in,1
cN6vlBATY6,out,0
VJzwwBMElf,in,1
t23TMtXIzH,out,0
HnrxC1bEHW,normal,1
k82FfMeua5,out,1
c9vHCZQXeq,in,1
rVwd8HrfR0,noise,0
TUbnPuipXQ,in,1
lhEJWnbt2q,noise,0
3nKEpdvhlc,normal,0
yi2DXVstPi,in,0
auUXQJwx7L,normal,0
SwOwRwYGLq,other,0
7OfoGYVnwd,in,0
ipADkLmvOf,other,1
gOudU8zjZ7,other,0
DJK1rfgmWi,other,0
5bcmmaeL8g,out,0
7NXVJ0FT6m,normal,0
rgCXKFgwh4,normal,0
Rxcv95zJ9R,in,1
SWTEm7P3Kj,other,0
8yyqgrKhDl,in,0
VQSmDiYNHR,normal,0
r2QX8o7tpP,out,0
Td90ThjDtl,out,0
CwfbhEWMvS,noise,1
f93YCyzwF3,in,1
GfzuwDY3Cz,other,0
lVhS4sfsw2,noise,0
dutOWHBN5k,out,0
I8YGByoX4l,out,0
sEKIjoEzy0,noise,0
blTBzFh51L,other,1
mT5WO0AlWT,in,0
xokOrCkOxd,out,0
K2anYpbyUo,out,0
0wjXNV0ijy,normal,0
ugKa2iyG1B,normal,0
ZXDAPMTWRt,in,0
hDyjyhgSf8,normal,0
Yq0tmSUsAo,in,0
5RvlTuAjrw,other,0
TnR3LoxyYx,normal,1
qHGO1EYhEp,noise,0
mgY68lje2G,normal,0
EQCynD8g4I,out,0
OBEJFAGOQs,normal,0
sPY97n9xVZ,out,0
7fR7N8rVyN,normal,0
EsgEfFVVGS,out,1
czvUJojsEq,in,0
qeiHgnjSMR,normal,0
sdlleH8Xc9,out,1
1xeBSqAvVF,other,1
z8s9tudy0s,out,0
hYcxgWwtZI,normal,0
yca9JGifJb,out,0
5SCaNYZSfk,in,0
sObbMVF6m1,out,0
S2C5sTNEcv,noise,0
j8XMnEZxor,in,0
OEen2ymXj2,in,1
OfcmIuzigH,out,0
q0RTWHD8dt,normal,0
RddWJ7v5qx,noise,1
0WD76vVjwS,other,0
WizLjOkfZh,in,1
xiCnEJkSxt,in,1
SItunDlkC2,normal,0
WmiaNE9LCB,normal,0
vPzZgD9nTQ,out,0
AYkCyCAmH2,normal,1
GNdo9FCCxJ,out,1
sqBEtGhY8P,normal,0
dPQUCCMqdK,noise,0
viaJU6uTba,normal,0
GExpPvOnGv,out,1
PUX3ZhftBJ,in,0
ywi6mDO6Zp,normal,1
rNGD1VX9IW,normal,1
xHFzDBloAN,in,0
MDxutEVznq,noise,0
UPJnzQqV5J,noise,0
X7CFzorpYR,out,0
Rukyf218cn,normal,0
0SRUBsEb6c,out,1
pzpIygScWS,out,0
jNZv36fnKl,normal,0
I0xYQw169r,in,0
sitIUsKAoi,noise,0
KFEidJYXEM,out,1
2sugkFb7Pc,out,0
9ynLbng85Z,out,1
CzjeoxMREv,noise,1
4AzxjUZLmh,in,0
ZZ4jA7knuW,in,0
TXHizQmsbk,out,0
BI2DXVcvZ0,out,1
E5GVrv7Tmk,in,0
0TIGyGJA5e,out,1
PXPkUBOdK6,normal,0
D2xpO0G3pL,normal,0
tClJTMGy9g,other,0
C5FRQKrE8i,out,0
INE8di4heV,out,1
XcXkYT7eZM,in,0
xeRU2EJSup,in,0
G5xUDIIhSb,other,0
0JRamcJFwY,other,1
osOA9hKTWA,noise,0
y6OyfdBDR3,normal,0
734F8LyDpL,in,1
CMPzP5mJqv,out,0
wcOs8BpAMR,normal,0
jgXOXvPQuZ,in,0
eEXs5vjmSG,in,1
KDIIdWaTuZ,in,0
duobEVgr0J,noise,0
P3rvY0q2oQ,normal,0
3hulnWkz5Y,out,0
olKP0kEVfa,out,0
5gSo6kT6de,in,0
TKNoPedwa1,in,1
lKHkTTuE90,noise,0
60FCGIxPoS,noise,0
uxWCSRCgob,out,0
IFiATvU206,out,1
RTUTLFulZX,in,0
CsSssi5J0Y,in,0
PzmHwjx32N,normal,1
a7OOlhEMaW,out,1
mzG0wWjZJV,normal,1
iEtvRxkhcY,normal,1
70CeRd7dfc,other,0
lNWGMkeGXk,normal,1
vkV7gMFQkQ,out,0
kZ6Wp3qfT7,in,0
umghgDSYq2,out,0
FwkbWkQWfa,normal,0
rYDNj44GWd,out,0
tG8UJ061T9,out,1
Zgaiwn9GU8,out,0
E8iuENBCkj,out,1
h9nAKA9fnR,normal,0
zPsrR8NcHQ,out,0
j1d3DE8z7W,normal,0
L6KDMgGbzp,in,1
ZDqVQB6xO6,normal,1
i6mo7d10Ao,normal,0
kN7uaSBwd3,normal,1
sfulRFMoHM,out,1
TxaOzk2kZZ,noise,0
yFm8oibGum,out,0
xVW6QEnFxB,in,1
Cv0v0igFsb,out,1
3BShERJiFM,other,0
sI5cd9NIBq,in,0
DEEvp3CUdz,normal,0
fYup0A5KAv,normal,0
h48VXkoTxK,normal,0
vcP4jEqUeX,other,0
GlUymLdJCf,in,0
6k5N0w9LtR,normal,0
f1AASaxcq4,normal,1
iG8rfLFV6b,other,0
iZcPpmcL3Q,normal,0
ofbUciMnUE,out,0
PKLEvYYMW2,out,1
Q8JBoFUvhd,normal,1
j4O0a3CFQv,out,0
WlteHyQzhi,other,1
SkoSSgJiEt,normal,0
hnAYKNXkSB,out,1
HdCaTmg2R8,normal,1
5hXRfgydUR,in,0
IboMNfFnIz,out,0
5YCw5eWaaD,in,1
hPDZMf699L,in,0
WEj56rd0r4,in,0
gg2lnjgSHM,out,0
vzgunO9t5K,out,0
OGB2UAIKBh,in,1
3Ny3OCavJ4,other,0
qXpAtjj7OH,out,0
TMN1j9Wl6w,other,1
jzKwjaHCLz,normal,0
7iub3UZ2Oh,out,0
7ylqqM97dm,normal,0
ga1D9tTdug,out,1
GiMfTmyNXJ,out,1
2pLqrKvzXb,in,1
aMPELeJuia,normal,0
CflOvJd0ZE,in,0
UFNMGDInxq,in,1
fmVBrmnexM,out,1
BQoVIU7YV4,other,0
eEYjbyfDHI,out,1
pdXROCNGU2,out,0
hEhjFvRnTA,normal,0
UenMa8KEUv,out,1
yaJtqXwN6n,out,0
K5DzaUxFY4,in,0
L9SmxZ3jkf,normal,1
EyDs17J3ft,normal,0
cjbq1Mui2m,out,1
htnSOE8xTQ,in,1
mOFgRaX09J,in,0
CfIUNZ6itA,normal,1
kk11J5S6xJ,in,0
s41r6CD5dc,normal,0
UzDDyRqCi5,noise,0
TcAwdEU4AD,normal,0
1vlsSt5B7R,normal,1
aq8qOaaYPX,in,0
8AZ3BP3axC,in,0
J47kN38T2T,out,0
lX4i36ruFj,other,0
pkZSEQmgu5,other,0
dbloM9xo4I,in,0
9KDIXnRFYA,in,0
BbwDILdGQZ,noise,1
cRjilJXUzr,normal,0
6i7wAG5MZq,out,0
0KzHheUUNz,in,1
MnJ8U5yqMT,out,1
1t1Fket3nu,in,0
a7lSEjppyx,in,1
Mu7ybYa120,normal,1
Y2bwXbfkgF,in,1
cumr2p25oN,out,0
26UyMojcPI,other,1
B3rd0LEjG1,normal,0
LblkDo4NZh,normal,0
Wk7rRaAJcA,normal,1
nrZYMVlv3Y,other,1
RDDKomaPr6,normal,0
OyyToXnsP2,out,0
4m5Ksm8sZk,out,1
LExpdqAo3D,in,0
kNsKSnxDxG,normal,1
khTpTRJJ33,out,0
Htgwapwceo,out,0
rldsvATtaG,other,0
uY6sINR0cf,other,1
yE3Ig93jiE,noise,1
I6RyZukBs9,in,1
tHotA5XWj6,out,0
iFFX91uQxO,normal,0
s5aeceeUgj,out,0
EuHzV6BTzA,in,1
zbTKcz7NZM,normal,0
uKTeHjJRbe,normal,1
qzWXa103th,normal,0
P0V6l7Pq5D,out,0
ilK0p8ThpW,noise,0
fCqt4vmVYP,in,0
Z1LlTjuhJ9,in,0
tXhTgu22nX,out,1
L4svvx6oV9,noise,0
k3TKffaQD1,out,0
RCDJ54rFpS,out,1
gXwykUC44E,normal,1
LDsd42sJHK,out,0
eli5S2XtSV,normal,1
fntGtIrA9P,noise,0
xWoErYqZR1,other,0
oz3Wgyxuq2,other,0
fIUIFVhPOf,out,1
U5lNJIntFE,in,1
OleZTPJRSE,normal,1
QU6ZyPBcWH,normal,0
FPWrT2skia,out,0
IpBqA7AqKj,out,0
Blw7aFb7hz,in,0
wvZC4BgdWm,out,0
CMVm2P1jG8,out,0
Ivh4c3PmCj,out,0
LOLnX1PdOO,in,0
aai0XJBWmO,out,0
AjFjTH5sRl,out,0
8DoUI52Awi,noise,0
oKLBQ0ccpR,normal,1
nuYrHZQ5lm,noise,1
N7ypkXbx6D,in,0
7Kk5bs4Y4G,out,0
fhcQYxkuFY,normal,1
Hdpk7AVn0m,in,0
WgxFhgwkgj,noise,0
88MygFS7jH,out,0
RPyJmBR8lf,normal,0
SYQJWcumJk,normal,0
yKytJ5zs8I,out,0
PY4s33WTxj,out,0
h02HLUMOdn,normal,0
pxUg3haJ3P,in,1
zOGcSUGV2R,out,0
V3xTgDD4L8,out,0
sqIk2bIDbY,other,1
Kn43KUbCHL,out,0
eXjLmlutEL,normal,0
nLwas6trab,out,1
sMkiL07trf,normal,1
ui2WK3vb2q,in,1
fNyTc6fcm8,other,0
7HO3BQzUCS,out,1
5Hm1VsFaDw,in,1
fGQEUcOmMP,noise,0
6jIgKJLfmK,normal,0
62xR6v3ljd,out,0
PzRJeEcu9W,out,1
Eb84sD1NMf,other,1
mMOHXpU2qv,in,0
i0VTKEuhvK,out,0
TBoznumB1I,in,0
IRLoIykRZd,other,1
bS2xxOYHtN,other,0
9viAdgg0s2,other,0
s1dgE0R8iD,out,1
Jzy877kzGp,out,0
gdRBOxvNnd,normal,0
LoDtg194AI,out,1
g3V7I4Snok,out,0
HK4FUhwkxs,in,0
2UwDVCbLY5,normal,0
TW9BLdJTZX,normal,1
7aWix4EDSk,in,0
v6teCHzTIU,in,0
dBZl7m8ph6,in,0
FPDARV8s3F,in,0
GZOVa0A6tY,normal,0
vLc25EggWV,in,1
U9OFvYd7B1,in,0
O3MsuOHP9T,in,1
2AZinm6wcR,out,0
z7KDkMP5iO,normal,1
CUxfVjRObG,normal,1
riEwVbQ777,other,0
52qF2rdQ5p,in,0
XN2sN8YeY1,normal,1
J0aWdq7qVn,in,1
I8GfZdiTyt,normal,1
fZl2eZMnKR,out,0
AASCxGVtRT,out,0
FD1PRohOLC,normal,0
gAxoymgI2D,other,0
UgRDntZl5A,normal,0
aVJuIoFzgh,normal,0
uwGVBnWbfl,noise,0
7jsw4Oq5uh,normal,1
jitpglyNZN,normal,0
TFpKB5DFMR,out,0
qzdLVVySQ1,normal,0
FX0LHRZFAf,normal,0
XOBwVDnUtL,normal,0
tRSBYA2Qi6,normal,1
DSpTpHWuu8,normal,1
RLct39grvr,in,1
4DSq0sJe27,in,1
HnbD2ZM9ZH,out,0
j0G8OsrTp2,normal,0
oX7D5bUjNk,out,0
TP5Yu2suJU,out,0
jqkN3ZcSyE,in,1
N2xWG6bVMX,out,0
YB1fWx7YdU,in,0
eWw4w9l5W2,normal,0
F4Sl50spFc,normal,0
4f82XZcfd7,in,0
p1pJjKvkkg,noise,0
uQRnpDFBYC,in,0
t60mpjNWAG,normal,0
PRKKFBJoFN,other,0
AT11PVXHYN,other,0
sDFoMz9xkI,out,0
Wf8UyhGTlS,normal,0
yvCslgWKfF,in,0
znB1WTDykK,other,0
vpHEVQKm9i,other,1
E3kw9ycRYh,out,0
czIkvPGG4U,in,0
G6NFReeWTS,out,0
Qo3WToVJzr,out,1
gZxIj3Fzci,normal,0
k8tJnBANtO,other,0
DDrnY7119K,normal,1
PHEQ23aMnE,out,0
Oj8PlhwTVa,noise,0
dyhyH9p2rZ,normal,0
IXxWXeHgMA,normal,0
i5GHOFPFU3,out,1
FpZIQD7sWG,normal,0
cUN89y6DdP,normal,1
U7VW7Cu0ky,out,0
rLV2C9XM4B,out,1
tHSB06gl39,other,0
Eq6j4wXjPg,out,0
IZokWDs5C7,normal,1
Ikgm2oqh5N,normal,0
19SSKLxkmO,out,0
CyO1fuT6BH,normal,0
TXYzWU5rEk,in,0
U1UdyV7d3V,other,0
LOud5pvxFH,in,0
YtlsjWiEbe,normal,0
GiaI6X73h3,out,1
6CKGGfAgcU,normal,0
X4ElBmETd4,out,0
qXsyCs4grR,out,1
Z1NdESkHe4,in,0
K0Xs4f7ZhV,out,1
2G4liuxp6h,in,0
CfPgSeRj4x,in,0
qWAqyeaIBi,out,1
kkbOsY4VHk,noise,1
bgmdbn0t5W,out,0
IuDezQytyS,normal,0
5bspE0I45P,out,1
N4SWLAramC,normal,1
fLKTPjg6n8,normal,1
5t7Gx08i9y,out,0
4M3xkFDHL0,in,0
uF5eEX2YQ8,out,0
SZbAQ0fEhH,normal,1
IjExrAnn3P,normal,0
wHc2z1PVn8,normal,1
Pt6mEH5Bfm,out,1
gh784Ylu1f,normal,1
ANzrrmB0nI,other,0
CUuWpEHyFy,out,1
U8KNeYtK8E,normal,0
a1gSf1bERg,in,0
Og132sai0S,out,0
x7ry6M2Se8,out,0
gJwj2Jx6Qv,normal,0
2pFyyDwpqO,out,1
TyQJ2kCJ7a,out,0
8WMZB1mF4j,normal,0
pxZB1g1Kmq,other,0
6cdbRnvr9S,out,1
aopX6MXrgj,normal,0
GUBpRkG5qC,out,0
C24F99T1EW,in,0
g0tonwtuhI,normal,0
4HdtxAzKRB,other,0
XJnPe0261o,other,0
Z3kIsrKMMz,out,0
Hcsa4IWt4R,out,0
Ktj76LBUgW,other,0
ICKEvZk3nW,out,0
V9PrV7BBki,in,1
dwKN03X1wJ,out,0
jLqeEToCqQ,out,0
9zlZTZufET,other,1
ub4rIlkTfO,out,1
4rqsProH0K,out,1
sloh3mK4Lc,out,0
z2tRawnVtg,normal,0
bgD2L8g8dF,out,1
EHFz8zWpKT,normal,0
xGOJvmR6vV,in,0
g5exCu4hje,normal,0
HuZPEeRLxb,out,0
5fd33xKGf1,noise,0
jn1QwKjK6z,normal,0
mfC4HnFStl,out,0
Rbwip6KRue,normal,0
tnlucL51W9,noise,1
rnRguJYmbV,noise,1
pE1wLGIf2Z,out,0
qjbNFGYqvU,other,0
xcg8wCczmj,noise,0
0gXt88iwnN,other,1
BSHItw6AaK,noise,0
IcirCuEfbr,noise,0
RucyUET4l8,normal,1
2NA5xiUhxc,out,0
4Q1wBNsHpw,out,0
Q3sOBoxZF8,normal,0
2w8HjBYkeJ,in,0
aU6pSfYjZG,normal,1
CkLSxISF0T,out,1
2xXSN56h67,in,0
zPt8rCmsNc,normal,0
DE1U4opZpa,in,0
lwymu3YdaQ,noise,0
19RvY0rQh3,normal,0
OtEoIwIQK2,normal,0
O7xZUq0mN0,in,1
djir6aZGsb,in,0
Bm4fwFOLni,noise,0
HrnLly6tOh,out,0
yU1UebrBGK,normal,1
jSpoi08La4,in,0
ij7Y7IuKa2,other,0
jAhJTJxJc8,normal,1
rZmhk3SBxS,in,0
0bk4kJQ29h,out,0
NPgZVJHLd1,out,1
1iryITZp5l,out,1
Lm1909U7Oe,normal,1
we6diXcsRz,out,0
OcpVuO9yze,normal,0
VfR4JYXpkm,other,1
JE9OPb9x4U,in,0
8MHKuG6Ure,normal,0
VoZFfOOiMq,in,0
6NvIt0dZqM,normal,0
xWy5o7wAwG,in,0
rq2zM36HDv,out,0
ZrUcGy8V98,normal,0
q5EbrT54tU,in,0
r3GPfQLmm6,in,0
MwfkUz8ra1,normal,0
ALJGm1NGCQ,normal,0
KySkxXYfk3,in,0
R8BCQtodDy,out,0
s1jwKcpYGj,normal,0
s26Ar23lpQ,in,0
qP5S94Xmx9,out,0
rPp5HmfZHB,out,0
IobtVMjof2,noise,0
N2hfsTh9Z3,normal,0
ZhDJdDxpAR,normal,1
xdO7z549q0,out,1
XWWeq6IzT8,out,0
YQ2btyW8BT,out,1
uMj6dNkvtw,out,0
0EIhPLbyC6,out,1
oEJ3FAEZvs,normal,1
CfUSSa0AiC,out,0
M3bFvPpTyJ,other,0
dMAWixgTMb,normal,0
PFpwWfrAxn,normal,1
6jL7epmxSv,other,0
PoshVvsTxX,in,0
7D4GV5h0wj,normal,0
ouUE9YzBlm,out,1
TKdcyUYfk3,out,0
llVr5ArjKO,other,1
97XfT8qHg0,in,0
LFaJuvFRVT,normal,0
HLsU703GnX,noise,0
r8sNjEBAxe,out,0
TEUgXeii78,other,0
GAN9NElmIX,noise,0
heiXNE7doi,other,0
jCMiFTi7T6,out,0
6rcqPPRvpB,in,0
OSNnBBcu7n,normal,1
fkIupCfXeW,in,1
xRO804Nloj,normal,0
nCn6q3dXdF,normal,0
L17jKxVO78,in,0
v4xs9NNQI9,normal,0
DFXya3gh3Q,out,0
Sts4cwqBEo,normal,0
QJkYs7G6ON,in,0
1YwQQRsxER,normal,1
FvTF1IbuTI,normal,1
eun5ROOrFD,out,0
W0WrnAoyoc,out,0
7sRAnnlg2P,normal,0
TkGAyCTgFu,in,0
PUwvKJk3VM,normal,1
K3trpwQ1kS,other,0
NEfwKANfrm,out,1
2Z9G6CtYhU,normal,1
lUGcpMm2XM,out,0
2TzJUVxMMH,out,0
EXKcd7n3O3,in,0
geiXcHWPwq,in,0
fIwg6PMXtE,out,1
CfrlAVnh4n,normal,1
Vfn584XeXp,noise,0
j0shNjO1kG,normal,0
D7PupSGOcL,in,1
OF96HLatoJ,normal,1
E9MVJ1ThZW,noise,0
9P3tUlxk4d,normal,0
edWK56VRlW,in,1
BslS9L0fUI,normal,1
6E0WjgAC3N,normal,0
aJ9Kkr1Qrl,out,0
fbV8eriJss,in,0
hsYIJvxblH,normal,0
evzZxDeyLR,noise,0
QQ0d4yitxP,normal,0
RHV5OlXZwd,normal,0
m3Vz45ANv8,normal,0
sBEymVL5sL,normal,1
twgCW0f07F,noise,0
WKfSgrU7yL,normal,1
go3bGTwoGB,out,1
qrxLWsZS3W,normal,1
jtInWebyUr,other,0
ksJjUaJ00V,normal,0
TtMV0vvOLg,noise,0
h7wd1BOIqb,normal,1
NFUD9sIelR,in,0
jmYn1IRtrn,in,0
KRsvw8lmom,other,0
pTukMKwtpx,in,0
5EateabDxx,out,0
mwHEvMgQsx,out,0
nZ6fYctdyK,normal,1
9DogOOXuK7,out,0
jrCPe18CDK,other,0
XSUBocyzXY,noise,0
ydhPSYz6kl,out,1
7aCjHLoIXr,normal,0
Xekq5OCXZ9,in,0
ZdtlhZrHv6,out,0
OlZAYVAAeD,normal,1
47KuTne0t4,in,1
iHr88YssAC,normal,0
IoCiv3ALqf,in,0
26TfLpEzVb,normal,0
nRgRcWbQFi,in,0
zZ6lPN9aaH,noise,0
pzLSZBrvcR,out,1
jj05OyMvlc,in,0
2gV2LIwh79,normal,0
taiQNLuDNx,out,0
zz0Ccccc26,other,1
Z1Bfmlxgcm,in,1
GWewXVb3fo,in,1
gDYMooMTwN,other,0
Jzn7Lcu5mk,in,0
gzdQvL4uH4,noise,0
B7IJI1j0t1,out,1
2nTF2ncIoX,out,0
88s666tahf,in,0
LXMnqc2lLk,normal,0
Wtp4ZEvtFP,out,0
g6VsgvNvNE,in,0
bGORxiqPzp,out,0
zaMnmmrTLJ,out,0
iAub5Qd4d0,out,0
xpFQxPy0LO,in,1
94KXulcfPJ,noise,1
G7wv4jj0Jc,normal,1
TSpearvjvB,in,0
CA9MbiuB2Z,normal,0
koyDjfe5q7,other,0
CgRbRPQHxP,out,0
7KOV4g5Rar,other,0
SOi7SkcK3U,out,1
Hrj94yuVtu,other,0
1AHW7Mw7OP,out,0
RLh87dk2zu,in,0
Jypy7CEeLY,other,0
NqEB7j9xoU,normal,0
NSQxe28ldl,normal,0
jVtXy3vHtf,noise,0
cSmBK8HDau,normal,0
syrgLsFehk,noise,0
jCMr4KvkG2,other,1
cUvAa8IdPZ,other,0
zyNmaATqIF,normal,1
hcH0zHL6pC,noise,0
A2Fici78HJ,other,1
S8lbBwMGBj,noise,1
UBkNrUXp1p,in,1
NwINpmmWD3,out,0
PnSgda1aX9,normal,0
SJkrKATl7G,in,0
9EEkJhA4Sn,in,0
U2m0JJ4Za1,other,1
af6FYGkurE,out,1
vBjBF1znoR,normal,0
x7hZhaiQby,out,1
Bf1uuRoUTv,normal,0
5EyGdtvdLK,normal,0
zNUOHnppwW,out,0
